rating_id,user_id,movie_id,rating,review_date
R17645,15488,2835,4.5,05-01-2025
R17646,15478,1175,3.5,05-01-2025
R17647,16157,965,5,05-01-2025
R17648,15213,207,5,05-01-2025
R17649,15020,1698,3.5,05-01-2025
R17650,15202,3141,5,05-01-2025
R17651,16263,3232,4,05-01-2025
R17652,16211,3155,5,05-01-2025
R17653,15321,2390,5,05-01-2025
R17654,15298,2762,4.5,05-01-2025
R17655,15732,507,5,05-01-2025
R17656,15884,3202,3.5,05-01-2025
R17657,15254,3540,4,05-01-2025
R17658,15291,3299,4,05-01-2025
R17659,16322,2289,5,05-01-2025
R17660,16133,4061,4.5,05-01-2025
R17661,15953,187,3.5,05-01-2025
R17662,16148,1208,3.5,05-01-2025
R17663,15653,279,4.5,05-01-2025
R17664,16324,857,4,05-01-2025
R17665,16041,2691,3,05-01-2025
R17666,15503,285,4,05-01-2025
R17667,16125,2315,4,05-01-2025
R17668,16296,1739,3.5,05-01-2025
R17669,15879,579,5,05-01-2025
R17670,15439,2503,3,05-01-2025
R17671,15784,3423,5,05-01-2025
R17672,16301,2289,4.5,05-01-2025
R17673,16127,569,5,05-01-2025
R17674,16133,2862,4,05-01-2025
R17675,16132,3438,4.5,05-01-2025
R17676,15361,2592,2,05-01-2025
R17677,15805,1494,4.5,05-01-2025
R17678,15763,1668,3.5,05-01-2025
R17680,16132,909,5,05-01-2025
R17681,15732,3643,5,05-01-2025
R17682,16092,1443,5,05-01-2025
R17683,15693,1499,4,05-01-2025
R17684,15977,1013,3.5,05-01-2025
R17685,16145,2492,4,05-01-2025
R17686,15535,1359,4.5,05-01-2025
R17687,15356,982,3.5,05-01-2025
R17688,16008,2837,4.5,05-01-2025
R17689,15134,279,4.5,05-01-2025
R17690,16279,706,3.5,05-01-2025
R17691,15867,516,4.5,05-01-2025
R17692,15002,3160,5,05-01-2025
R17693,15947,3974,4,05-01-2025
R17694,16074,1831,5,05-01-2025
R17695,15561,2855,3.5,05-01-2025
R17696,15549,3897,3,05-01-2025
R17697,15462,3900,4.5,05-01-2025
R17698,15268,51,5,05-01-2025
R17699,15502,1874,5,05-01-2025
R17700,16120,2157,5,05-01-2025
R17701,16050,1208,3,05-01-2025
R17702,16284,1425,2,05-01-2025
R17703,15399,1959,5,05-01-2025
R17704,15209,2393,4,05-01-2025
R17705,15054,2448,4,05-01-2025
R17706,15370,2674,2,05-01-2025
R17707,15882,1909,4.5,05-01-2025
R17708,15154,1216,2.5,05-01-2025
R17709,15332,3762,5,05-01-2025
R17711,15799,3561,4.5,05-01-2025
R17712,15308,3107,4,05-01-2025
R17713,16202,224,4,05-01-2025
R17714,16303,1437,4.5,05-01-2025
R17715,15101,3265,5,05-01-2025
R17716,15546,752,4.5,05-01-2025
R17717,15638,378,4.5,05-01-2025
R17718,15558,706,5,05-01-2025
R17719,16276,3590,5,05-01-2025
R17720,15475,2942,4,05-01-2025
R17721,15877,3347,3,05-01-2025
R17722,16074,3999,4,05-01-2025
R17723,15341,3558,5,05-01-2025
R17724,15825,1137,4.5,05-01-2025
R17725,15283,3257,4.5,05-01-2025
R17726,15935,909,5,05-01-2025
R17727,15941,2865,4.5,05-01-2025
R17728,15255,1140,4,05-01-2025
R17729,15763,1945,5,05-01-2025
R17730,16194,3732,5,05-01-2025
R17731,15731,45,3.2,05-01-2025
R17732,16208,4225,4,05-01-2025
R17733,15376,3172,4.5,05-01-2025
R17734,16154,3299,5,05-01-2025
R17735,15261,3897,4.5,05-01-2025
R17736,15761,2955,4,05-01-2025
R17737,15726,2841,3,05-01-2025
R17738,16324,913,3,05-01-2025
R17739,15478,3468,4,05-01-2025
R17740,15194,3000,4.5,05-01-2025
R17741,15588,1714,5,05-01-2025
R17742,16188,269,5,05-01-2025
R17743,15978,2842,3.5,05-01-2025
R17744,15348,1162,4,05-01-2025
R17745,15332,2847,3.5,05-01-2025
R17746,16334,580,4,05-01-2025
R17747,15673,2247,4.5,05-01-2025
R17748,15791,2041,3.5,05-01-2025
R17749,16067,2320,4.5,05-01-2025
R17750,15748,901,5,05-01-2025
R17751,15513,1510,4,05-01-2025
R17752,15784,1146,4,05-01-2025
R17753,15946,472,4,05-01-2025
R17754,16175,3965,4.5,05-01-2025
R17755,15338,1697,5,05-01-2025
R17756,15198,20,2.5,05-01-2025
R17757,15986,3379,3,05-01-2025
R17758,15956,2817,5,05-01-2025
R17759,15373,3001,4.5,05-01-2025
R17760,15281,1779,5,05-01-2025
R17761,16292,472,4.5,05-01-2025
R17762,15858,3425,5,05-01-2025
R17763,15779,1549,4.5,05-01-2025
R17764,15934,283,4.5,05-01-2025
R17765,16085,921,5,05-01-2025
R17766,15439,3423,4,05-01-2025
R17767,16349,3150,4.5,05-01-2025
R17768,15548,2407,4,05-01-2025
R17769,15759,579,5,05-01-2025
R17770,15403,1277,4,05-01-2025
R17771,15807,3548,4.5,05-01-2025
R17772,16279,2415,4,05-01-2025
R17773,16245,1140,2,05-01-2025
R17774,16097,968,4,05-01-2025
R17775,15851,3195,4.5,05-01-2025
R17776,15900,1494,4.5,05-01-2025
R17777,16028,2055,4,05-01-2025
R17778,15396,2701,2.5,05-01-2025
R17779,15479,2195,4.5,05-01-2025
R17780,15285,2697,3,05-01-2025
R17781,15198,3651,2,05-01-2025
R17782,15991,1106,4,05-01-2025
R17783,15172,2328,4.5,05-01-2025
R17784,16264,378,4.5,05-01-2025
R17785,16276,3435,4,05-01-2025
R17786,15576,2356,4,05-01-2025
R17787,15341,2328,5,05-01-2025
R17788,15602,2778,4.5,05-01-2025
R17789,15876,3564,5,05-01-2025
R17790,15362,2289,4.5,05-01-2025
R17791,15044,167,4.5,05-01-2025
R17792,15716,1418,4,05-01-2025
R17793,15561,3195,5,05-01-2025
R17794,15459,2320,4,05-01-2025
R17795,16016,2303,4,05-01-2025
R17796,15835,1433,4,05-01-2025
R17797,15759,2471,4,05-01-2025
R17798,16266,2723,2,05-01-2025
R17799,15394,3540,4,05-01-2025
R17800,15882,2447,4,05-01-2025
R17801,15166,1152,4.5,05-01-2025
R17802,15329,868,3.2,05-01-2025
R17803,15236,226,4.5,05-01-2025
R17804,16314,3014,4.5,05-01-2025
R17805,15291,2594,3.5,05-01-2025
R17806,16181,4098,4,06-01-2025
R17807,16001,2048,2.5,06-01-2025
R17808,16208,3871,4,06-01-2025
R17809,16354,2157,3.5,06-01-2025
R17810,15353,488,4,06-01-2025
R17811,15986,428,3.5,06-01-2025
R17812,15537,3543,4,06-01-2025
R17813,16188,1739,2.5,06-01-2025
R17814,15412,525,4,06-01-2025
R17815,15965,4212,4.5,06-01-2025
R17816,16188,2514,2,06-01-2025
R17817,15887,1739,4.5,06-01-2025
R17818,15520,3965,4,06-01-2025
R17819,16362,2761,4.5,06-01-2025
R17820,16189,1958,5,06-01-2025
R17821,16273,2825,4.5,06-01-2025
R17822,16245,3826,5,06-01-2025
R17823,16132,2503,3.5,06-01-2025
R17824,15202,3662,4,06-01-2025
R17825,15530,1418,3.5,06-01-2025
R17826,16084,2012,4.5,06-01-2025
R17827,16085,2017,5,06-01-2025
R17828,15758,4025,4,06-01-2025
R17829,15804,3787,4.5,06-01-2025
R17830,16070,3932,4.5,06-01-2025
R17831,15256,3266,3.5,06-01-2025
R17832,15971,1732,3.5,06-01-2025
R17833,16100,1437,3.5,06-01-2025
R17834,16043,1472,3.2,06-01-2025
R17835,15829,1093,2,06-01-2025
R17836,15120,559,4.5,06-01-2025
R17837,16296,1778,5,06-01-2025
R17838,15358,854,5,06-01-2025
R17839,15785,3056,5,06-01-2025
R17840,15879,2637,3.5,06-01-2025
R17841,15762,673,5,06-01-2025
R17842,16281,3812,4,06-01-2025
R17843,16088,2830,4,06-01-2025
R17844,16153,1563,4,06-01-2025
R17845,16221,2202,4.5,06-01-2025
R17846,15341,2389,4.5,06-01-2025
R17847,15803,2492,3,06-01-2025
R17848,16077,285,4,06-01-2025
R17849,15746,2503,1,06-01-2025
R17850,15519,1477,3.5,06-01-2025
R17851,15860,3742,4,06-01-2025
R17852,16278,3686,4.5,06-01-2025
R17853,15662,1638,4,06-01-2025
R17854,15380,2173,1,06-01-2025
R17855,15261,3897,4,06-01-2025
R17856,15606,579,5,06-01-2025
R17857,16114,2219,5,06-01-2025
R17858,16221,2157,5,06-01-2025
R17859,15794,1909,3.5,06-01-2025
R17860,15416,2041,5,06-01-2025
R17861,15296,908,4.5,06-01-2025
R17862,15664,23,5,06-01-2025
R17863,16271,3949,4.5,06-01-2025
R17864,15933,2236,5,06-01-2025
R17865,16339,3650,4.5,06-01-2025
R17866,15748,1054,5,06-01-2025
R17867,16275,1478,2,06-01-2025
R17868,16273,100,5,06-01-2025
R17869,15615,921,5,06-01-2025
R17870,16114,3988,4.5,06-01-2025
R17871,16130,1208,4,06-01-2025
R17872,15398,3172,4.5,06-01-2025
R17873,16132,3099,5,06-01-2025
R17874,15954,1698,4,06-01-2025
R17875,16348,1314,3.5,06-01-2025
R17876,15876,2494,4,06-01-2025
R17877,15493,13,3,06-01-2025
R17878,16300,1226,3.5,06-01-2025
R17879,15931,2769,5,06-01-2025
R17880,16360,558,5,06-01-2025
R17881,15390,4105,3.5,06-01-2025
R17882,16348,3570,5,06-01-2025
R17883,15558,2481,3.5,06-01-2025
R17884,15916,558,4.5,06-01-2025
R17885,15602,285,5,06-01-2025
R17886,15559,534,4.5,06-01-2025
R17887,15306,4014,4.5,06-01-2025
R17888,15568,1341,3.5,06-01-2025
R17889,16207,1364,3.5,06-01-2025
R17890,15640,3710,5,06-01-2025
R17891,16252,534,2,06-01-2025
R17892,16127,2769,4.5,06-01-2025
R17893,16146,3283,4.5,06-01-2025
R17894,16265,2514,2.5,06-01-2025
R17895,16228,1336,3,06-01-2025
R17896,15488,3232,5,06-01-2025
R17897,15615,1140,4,06-01-2025
R17898,15910,1493,3,06-01-2025
R17899,16070,2098,4,06-01-2025
R17900,15228,2865,3.5,06-01-2025
R17901,15870,1255,4,06-01-2025
R17902,16062,1761,5,06-01-2025
R17903,15753,4067,4,06-01-2025
R17904,15375,1477,4,06-01-2025
R17905,15817,1406,4,06-01-2025
R17906,16041,306,3,06-01-2025
R17907,15335,2223,4.5,06-01-2025
R17908,15158,3410,4,06-01-2025
R17909,15758,4094,4,06-01-2025
R17910,15314,942,4.5,06-01-2025
R17911,16097,4221,3,06-01-2025
R17912,15321,2731,3,06-01-2025
R17913,15854,3787,5,06-01-2025
R17914,16147,1887,2.5,06-01-2025
R17915,16321,1510,5,06-01-2025
R17916,15465,3927,4.5,06-01-2025
R17917,15376,380,4,06-01-2025
R17918,15438,525,3.5,06-01-2025
R17919,15926,3681,4.5,06-01-2025
R17920,15906,2758,4.5,06-01-2025
R17921,16260,1247,4,06-01-2025
R17922,15676,378,2.5,06-01-2025
R17923,15677,2090,4.5,06-01-2025
R17924,16100,3687,3.5,06-01-2025
R17925,15727,2393,4.5,06-01-2025
R17926,16077,1341,3,06-01-2025
R17927,15452,2741,2,06-01-2025
R17928,15272,3275,3,06-01-2025
R17929,16345,261,3.5,06-01-2025
R17930,16114,2429,4,06-01-2025
R17931,16256,2617,2.5,06-01-2025
R17932,15406,1834,5,06-01-2025
R17933,16008,1712,5,06-01-2025
R17934,15391,2041,5,06-01-2025
R17935,15537,438,4.5,06-01-2025
R17936,16345,62,5,06-01-2025
R17937,15369,2669,3,06-01-2025
R17938,16345,2689,3,06-01-2025
R17939,15372,3056,3,06-01-2025
R17940,16334,41,2,06-01-2025
R17941,15341,2151,5,06-01-2025
R17942,15145,194,4.5,06-01-2025
R17943,15891,1495,3,06-01-2025
R17944,15820,2663,4,06-01-2025
R17945,15192,3627,3.2,06-01-2025
R17946,15257,1208,3,06-01-2025
R17947,16362,4147,3,06-01-2025
R17948,16073,4094,2.5,06-01-2025
R17949,16198,2027,4.5,06-01-2025
R17950,15166,3482,5,06-01-2025
R17951,15947,1027,5,06-01-2025
R17952,16201,2618,3,06-01-2025
R17953,15077,3169,5,06-01-2025
R17954,15054,2896,4,06-01-2025
R17955,15893,2879,5,06-01-2025
R17956,16132,109,4.5,06-01-2025
R17957,16247,55,4.5,06-01-2025
R17958,15107,4098,4.5,06-01-2025
R17959,16201,3687,4,06-01-2025
R17960,15020,4094,4.5,06-01-2025
R17961,15101,823,4.5,06-01-2025
R17962,16033,4044,4.5,06-01-2025
R17964,15995,534,4.5,06-01-2025
R17965,15978,3783,4.5,06-01-2025
R17966,16236,3732,4,06-01-2025
R17967,16030,285,2.5,06-01-2025
R17968,15780,670,5,06-01-2025
R17969,15372,4200,5,06-01-2025
R17970,15134,123,5,06-01-2025
R17971,15348,1140,3,06-01-2025
R17972,15431,504,4.5,06-01-2025
R17973,15275,1671,4,06-01-2025
R17974,16221,990,5,06-01-2025
R17975,15773,558,5,06-01-2025
R17976,15896,1384,3.5,06-01-2025
R17977,15225,3698,4.5,06-01-2025
R17978,15390,1991,3.5,06-01-2025
R17979,15864,3001,3,06-01-2025
R17980,15536,4042,2.5,06-01-2025
R17981,15261,2479,4.5,06-01-2025
R17982,16159,2418,2.5,06-01-2025
R17983,16187,439,4.5,06-01-2025
R17984,15608,3166,4,06-01-2025
R17985,16019,3974,4.5,06-01-2025
R17986,16295,3578,4.5,06-01-2025
R17987,16020,2235,5,06-01-2025
R17988,15297,589,4.5,06-01-2025
R17989,16276,1636,3.5,06-01-2025
R17990,15761,279,4.5,06-01-2025
R17991,15548,3738,4,06-01-2025
R17992,15635,2669,1,06-01-2025
R17993,15257,970,4.5,06-01-2025
R17994,15103,2090,5,06-01-2025
R17995,16361,1991,5,06-01-2025
R17996,16132,498,4.5,06-01-2025
R17997,15448,3579,3,06-01-2025
R17998,16084,3741,5,06-01-2025
R17999,16087,1168,4,06-01-2025
R18000,15836,1636,3.5,06-01-2025
R18001,16066,126,4.5,06-01-2025
R18002,15459,1822,5,06-01-2025
R18003,15915,1844,4.5,06-01-2025
R18005,15311,1739,3.5,06-01-2025
R18006,15077,1499,3,06-01-2025
R18007,16171,3999,4.5,07-01-2025
R18008,15942,269,3,07-01-2025
R18009,15035,1683,4,07-01-2025
R18010,15830,1909,5,07-01-2025
R18011,15761,2041,4,07-01-2025
R18012,15673,3627,3.5,07-01-2025
R18013,15732,558,3.5,07-01-2025
R18014,16174,1011,5,07-01-2025
R18015,15463,2366,4.5,07-01-2025
R18016,16134,1537,4.5,07-01-2025
R18017,15559,2165,3,07-01-2025
R18018,15530,3932,3.5,07-01-2025
R18019,15205,2841,4.5,07-01-2025
R18020,15968,3439,5,07-01-2025
R18021,15598,1418,3,07-01-2025
R18022,16337,2762,5,07-01-2025
R18023,15825,854,4.5,07-01-2025
R18024,15889,3742,4.5,07-01-2025
R18025,16039,2674,3,07-01-2025
R18026,16050,1175,4.5,07-01-2025
R18027,15540,3842,3,07-01-2025
R18028,15519,1521,3,07-01-2025
R18029,16098,249,5,07-01-2025
R18030,15896,3101,4.5,07-01-2025
R18031,15826,2328,5,07-01-2025
R18032,15249,2289,3.5,07-01-2025
R18033,16004,2591,2.5,07-01-2025
R18034,16304,2242,3.5,07-01-2025
R18035,16011,1443,4,07-01-2025
R18036,15437,960,5,07-01-2025
R18037,15023,3065,5,07-01-2025
R18038,15833,1479,3.5,07-01-2025
R18039,15873,3421,5,07-01-2025
R18040,15255,3172,5,07-01-2025
R18041,15503,3842,4.5,07-01-2025
R18042,15570,285,5,07-01-2025
R18043,15257,3722,4,07-01-2025
R18044,15994,3842,4,07-01-2025
R18046,16045,3000,2.5,07-01-2025
R18047,15708,1148,3,07-01-2025
R18048,16028,558,4.5,07-01-2025
R18049,15933,3456,4.5,07-01-2025
R18050,15662,3146,5,07-01-2025
R18051,15845,2418,3.5,07-01-2025
R18052,16193,967,5,07-01-2025
R18053,15998,2598,3,07-01-2025
R18054,15518,45,5,07-01-2025
R18055,15933,1433,3,07-01-2025
R18056,15462,1314,5,07-01-2025
R18057,15365,2380,4.5,07-01-2025
R18058,15338,2661,3,07-01-2025
R18059,15703,209,5,07-01-2025
R18060,16028,3283,5,07-01-2025
R18061,15261,2418,3,07-01-2025
R18062,15107,302,4,07-01-2025
R18063,15299,390,3.5,07-01-2025
R18064,16134,2245,4.5,07-01-2025
R18065,15373,3440,5,07-01-2025
R18066,15653,3167,4.5,07-01-2025
R18067,15904,3692,3,07-01-2025
R18068,15870,2260,4.5,07-01-2025
R18069,15514,2494,1.5,07-01-2025
R18070,15554,4204,4,07-01-2025
R18071,15119,2971,3.5,07-01-2025
R18072,15236,3421,5,07-01-2025
R18073,16088,2945,5,07-01-2025
R18074,15134,3283,4.5,07-01-2025
R18075,15345,895,5,07-01-2025
R18077,16175,3405,5,07-01-2025
R18078,15633,1564,3,07-01-2025
R18079,15332,2328,3,07-01-2025
R18080,15429,2055,5,07-01-2025
R18081,15509,3231,4,07-01-2025
R18082,15928,3061,5,07-01-2025
R18083,15731,1499,4,07-01-2025
R18084,16388,768,3.5,07-01-2025
R18085,16267,1353,2,07-01-2025
R18086,15999,2098,4.5,07-01-2025
R18087,15179,3004,4,07-01-2025
R18088,16136,1429,4.5,07-01-2025
R18089,16304,1443,3.5,07-01-2025
R18090,15834,2315,5,07-01-2025
R18091,16296,327,2.5,07-01-2025
R18092,15653,1170,3.5,07-01-2025
R18093,15211,3079,4.5,07-01-2025
R18094,15931,4094,3,07-01-2025
R18095,16109,2961,4.5,07-01-2025
R18097,15380,302,5,07-01-2025
R18098,16194,913,3,07-01-2025
R18099,15887,387,1.5,07-01-2025
R18100,16386,2479,4.5,07-01-2025
R18101,16328,3556,4.5,07-01-2025
R18102,15677,662,4.5,07-01-2025
R18103,15411,4229,4,07-01-2025
R18104,15352,913,2,07-01-2025
R18105,15094,1874,5,07-01-2025
R18106,15715,3662,4.5,07-01-2025
R18107,15243,2596,3.5,07-01-2025
R18108,15761,302,3.5,07-01-2025
R18109,15432,3742,4,07-01-2025
R18110,15520,3892,5,07-01-2025
R18111,15021,2328,5,07-01-2025
R18112,16355,534,5,07-01-2025
R18113,15708,851,5,07-01-2025
R18114,15918,2289,4.5,07-01-2025
R18115,15991,3573,5,07-01-2025
R18116,15336,3232,4.5,07-01-2025
R18117,15830,4098,4.5,07-01-2025
R18118,15039,1152,2,07-01-2025
R18119,15202,1384,4.5,07-01-2025
R18120,16171,2634,2.5,07-01-2025
R18121,15470,10,5,07-01-2025
R18122,16252,3913,5,07-01-2025
R18123,15615,1129,4,07-01-2025
R18124,15301,842,5,07-01-2025
R18125,15637,3949,2,07-01-2025
R18126,15394,960,5,07-01-2025
R18127,15359,1208,5,07-01-2025
R18128,16005,283,5,07-01-2025
R18129,15319,1823,4.5,07-01-2025
R18130,15497,1732,4.5,07-01-2025
R18132,15703,3738,4.5,07-01-2025
R18133,15568,3160,3.5,07-01-2025
R18134,15791,2691,2.5,07-01-2025
R18135,15761,3150,4,07-01-2025
R18136,15530,1739,4.5,07-01-2025
R18137,15965,1175,4,07-01-2025
R18138,15338,1425,4,07-01-2025
R18139,16348,3931,5,07-01-2025
R18140,15662,1107,3.5,07-01-2025
R18141,16353,426,4.5,07-01-2025
R18143,15358,4022,5,07-01-2025
R18144,16337,4079,5,07-01-2025
R18145,16050,1484,4,07-01-2025
R18146,16334,1185,4.5,07-01-2025
R18147,16198,1552,5,07-01-2025
R18148,15110,2661,3,07-01-2025
R18149,15004,4214,3,07-01-2025
R18150,15647,1167,2.5,07-01-2025
R18151,15961,1226,4,07-01-2025
R18152,15699,2352,3,07-01-2025
R18153,15732,2349,2.5,07-01-2025
R18154,16020,3651,4.5,07-01-2025
R18155,16012,454,4.5,07-01-2025
R18156,15551,1398,3.5,07-01-2025
R18157,15502,4147,2.5,07-01-2025
R18158,16296,2048,4.5,07-01-2025
R18159,15347,1471,4,07-01-2025
R18160,16360,2407,4,07-01-2025
R18161,15458,3483,4,07-01-2025
R18162,16073,3875,4,07-01-2025
R18163,15207,3232,5,07-01-2025
R18164,15561,4054,3.5,07-01-2025
R18165,16201,2942,4.5,07-01-2025
R18166,15554,1491,3.5,07-01-2025
R18167,15989,4104,4,07-01-2025
R18168,15094,2316,5,07-01-2025
R18169,16215,2741,2,07-01-2025
R18170,15653,1135,4,07-01-2025
R18171,16361,13,4.5,07-01-2025
R18172,15363,1544,4.5,07-01-2025
R18173,15497,1552,4.5,07-01-2025
R18174,15449,4214,4.5,07-01-2025
R18175,15518,732,5,07-01-2025
R18176,16284,378,4.5,07-01-2025
R18177,16279,41,4.5,07-01-2025
R18178,15592,3101,3.5,07-01-2025
R18179,15141,3197,2,07-01-2025
R18180,15817,869,5,07-01-2025
R18181,15439,2577,3,07-01-2025
R18182,15877,1353,4,07-01-2025
R18183,16030,1433,4,07-01-2025
R18184,15589,2595,3,07-01-2025
R18185,16388,3558,5,07-01-2025
R18186,15879,573,3.5,07-01-2025
R18187,15268,3651,2,07-01-2025
R18188,15664,2540,3.5,07-01-2025
R18189,15314,3148,5,07-01-2025
R18190,15461,823,5,07-01-2025
R18191,15344,1422,2.5,07-01-2025
R18192,15937,3932,4.5,07-01-2025
R18193,15465,2945,4,07-01-2025
R18194,16348,2401,3.5,07-01-2025
R18196,15838,3907,3,07-01-2025
R18197,15488,3224,3.5,07-01-2025
R18198,16066,745,4.5,07-01-2025
R18199,15469,2494,4.5,07-01-2025
R18200,15812,285,4,07-01-2025
R18201,15852,234,3.5,07-01-2025
R18202,15293,2041,4.5,07-01-2025
R18203,15272,2514,4,07-01-2025
R18204,16278,2380,4,07-01-2025
R18205,15226,1715,4.5,07-01-2025
R18206,16074,2081,4.5,07-01-2025
R18207,16137,1093,4.5,07-01-2025
R18208,15015,3232,5,07-01-2025
R18209,15344,240,4,07-01-2025
R18210,15165,135,5,07-01-2025
R18211,15814,3741,5,07-01-2025
R18212,15406,1960,5,07-01-2025
R18213,15023,1991,4.5,07-01-2025
R18214,15340,2012,4,07-01-2025
R18215,15955,706,4.5,07-01-2025
R18216,15489,2912,1.5,07-01-2025
R18217,15549,1479,3,07-01-2025
R18218,15348,2489,4.5,07-01-2025
R18219,15933,3340,5,07-01-2025
R18220,15606,1495,5,07-01-2025
R18221,15461,3558,5,07-01-2025
R18222,16112,2380,3,07-01-2025
R18223,15598,2920,5,07-01-2025
R18224,15931,631,5,07-01-2025
R18225,15274,2863,4.5,07-01-2025
R18226,15054,296,5,07-01-2025
R18227,15463,1027,5,07-01-2025
R18228,16003,3687,4.5,07-01-2025
R18229,15359,1208,2,07-01-2025
R18230,15833,2002,4,07-01-2025
R18231,16243,2278,3,07-01-2025
R18232,16334,908,5,07-01-2025
R18233,15991,1478,3.5,07-01-2025
R18235,15465,1595,3.5,07-01-2025
R18236,15777,234,4.5,07-01-2025
R18237,15932,2027,4,07-01-2025
R18238,15928,4147,4,08-01-2025
R18239,15829,821,4.5,08-01-2025
R18240,15666,3019,4.5,08-01-2025
R18241,16119,2509,3,08-01-2025
R18242,15559,1739,3.5,08-01-2025
R18243,16190,1499,4,08-01-2025
R18244,15000,2289,3,08-01-2025
R18245,16302,2202,5,08-01-2025
R18246,16154,2362,3,08-01-2025
R18247,15826,790,4.5,08-01-2025
R18248,15657,1597,4,08-01-2025
R18249,16281,3169,5,08-01-2025
R18250,15282,1242,4.5,08-01-2025
R18251,15314,2116,5,08-01-2025
R18252,15353,1144,2,08-01-2025
R18253,15399,3409,4,08-01-2025
R18254,16271,2202,4.5,08-01-2025
R18255,15910,1369,4.5,08-01-2025
R18256,15112,3662,2.5,08-01-2025
R18257,15002,207,4.5,08-01-2025
R18258,16188,3101,4,08-01-2025
R18259,16175,3019,4.5,08-01-2025
R18260,15536,2202,3.5,08-01-2025
R18261,15814,558,5,08-01-2025
R18262,16152,3655,4.5,08-01-2025
R18263,15429,2048,4,08-01-2025
R18264,15684,1739,4,08-01-2025
R18265,15867,3410,3.5,08-01-2025
R18266,15865,378,5,08-01-2025
R18267,15072,516,1.5,08-01-2025
R18268,15380,1902,3,08-01-2025
R18269,15205,1978,5,08-01-2025
R18270,15885,3275,4.5,08-01-2025
R18271,15687,569,4,08-01-2025
R18272,15110,3532,5,08-01-2025
R18273,15365,3738,4.5,08-01-2025
R18274,15803,3004,3,08-01-2025
R18275,15396,4163,2,08-01-2025
R18276,16177,2418,4.5,08-01-2025
R18277,15394,729,5,08-01-2025
R18278,15581,1208,3.5,08-01-2025
R18279,15257,4044,2.5,08-01-2025
R18280,15789,2432,4,08-01-2025
R18281,16406,1479,4,08-01-2025
R18282,15275,3738,4.5,08-01-2025
R18283,15999,2817,4,08-01-2025
R18284,15217,2401,3.5,08-01-2025
R18285,16063,579,5,08-01-2025
R18286,16378,3041,5,08-01-2025
R18287,15991,2850,2,08-01-2025
R18288,15301,3169,4,08-01-2025
R18289,15517,2879,3,08-01-2025
R18290,16008,1477,5,08-01-2025
R18291,16281,3892,3.5,08-01-2025
R18292,15902,3545,4.5,08-01-2025
R18293,15975,4045,4.5,08-01-2025
R18294,15889,1567,3,08-01-2025
R18295,16085,41,4.5,08-01-2025
R18296,15274,2392,4.5,08-01-2025
R18297,15296,2817,5,08-01-2025
R18298,15676,1208,4,08-01-2025
R18299,15823,631,4.5,08-01-2025
R18300,15338,2825,4,08-01-2025
R18301,15937,1668,4,08-01-2025
R18303,15217,3900,5,08-01-2025
R18304,15432,2594,1,08-01-2025
R18305,15560,525,5,08-01-2025
R18306,16209,3410,2.5,08-01-2025
R18307,16358,895,3,08-01-2025
R18308,15477,109,4,08-01-2025
R18309,15306,1991,4.5,08-01-2025
R18310,15889,187,4,08-01-2025
R18311,15352,3283,4,08-01-2025
R18312,16201,2952,3.5,08-01-2025
R18313,16360,2776,4.5,08-01-2025
R18314,16414,3992,4.5,08-01-2025
R18315,16109,1150,4.5,08-01-2025
R18316,15020,2048,4,08-01-2025
R18317,16048,3224,5,08-01-2025
R18318,15332,3101,4.5,08-01-2025
R18319,16290,2157,5,08-01-2025
R18320,16109,2418,3,08-01-2025
R18321,15933,3687,4.5,08-01-2025
R18322,16146,2110,4.5,08-01-2025
R18323,15115,3169,5,08-01-2025
R18324,15832,2577,1.5,08-01-2025
R18325,15224,3797,4.5,08-01-2025
R18326,16094,3644,2.5,08-01-2025
R18327,15944,3780,5,08-01-2025
R18328,16039,1208,4,08-01-2025
R18329,15677,1371,3.5,08-01-2025
R18330,15199,1909,5,08-01-2025
R18331,15814,728,5,08-01-2025
R18332,16100,2232,5,08-01-2025
R18333,16195,446,5,08-01-2025
R18334,16005,1478,3.5,08-01-2025
R18335,15936,3939,4,08-01-2025
R18336,16152,1156,3.5,08-01-2025
R18337,15906,109,4,08-01-2025
R18338,15934,3897,4,08-01-2025
R18339,16295,2598,1,08-01-2025
R18340,16295,3275,5,08-01-2025
R18341,15455,4214,3.5,08-01-2025
R18342,15977,823,5,08-01-2025
R18343,15007,3897,4.5,08-01-2025
R18344,15269,1425,3,08-01-2025
R18345,16388,3925,3.5,08-01-2025
R18346,16163,1443,2.5,08-01-2025
R18347,16318,3700,4,08-01-2025
R18348,15902,3681,4,08-01-2025
R18349,15373,2896,4,08-01-2025
R18350,15500,2754,4,08-01-2025
R18351,15954,3019,4.5,08-01-2025
R18352,15799,3932,4,08-01-2025
R18353,15429,558,4,08-01-2025
R18354,15039,3107,3.2,08-01-2025
R18355,15803,3871,4,08-01-2025
R18356,15335,1874,5,08-01-2025
R18357,15408,1175,4,08-01-2025
R18358,15835,1185,2.5,08-01-2025
R18359,16120,4008,4.5,08-01-2025
R18360,16242,1909,4.5,08-01-2025
R18361,16033,3435,5,08-01-2025
R18362,15005,2739,3,08-01-2025
R18363,15699,1433,3,08-01-2025
R18364,15296,3061,5,08-01-2025
R18365,15993,2115,5,08-01-2025
R18366,15429,1544,4,08-01-2025
R18367,15826,2362,2,08-01-2025
R18368,16112,3797,5,08-01-2025
